Symbol,PriceUSD,VolumeUSD,ChangePct,SnapshotUTC
BTC,106686.26529431427,76283551991,-2.0,2025-11-04T02:45:12+00:00
ETH,3627.6643131820874,46919239790,-4.2,2025-11-04T02:45:12+00:00
USDT,0.9999603829688865,142074005467,-0.0,2025-11-04T02:45:12+00:00
XRP,2.339464055834573,6144281598,-5.2,2025-11-04T02:45:12+00:00
BNB,994.3342068293858,3909236003,-5.7,2025-11-04T02:45:12+00:00
SOL,167.07225881582826,9753778012,-9.0,2025-11-04T02:45:12+00:00
USDC,1.0000025771332988,20524373850,0.0,2025-11-04T02:45:12+00:00
TRX,0.2834319333388881,1562368171,-4.1,2025-11-04T02:45:12+00:00
DOGE,0.16932489054297964,3486110656,-6.2,2025-11-04T02:45:12+00:00
ADA,0.5583113976358809,1772980596,-5.3,2025-11-04T02:45:12+00:00
HYPE,39.99956080175388,783333373,-3.4,2025-11-04T02:45:12+00:00
LINK,15.335435388551945,1348510413,-8.7,2025-11-04T02:45:12+00:00
BCH,509.0984777604022,367072369,-4.2,2025-11-04T02:45:12+00:00
USDE,0.9992038922143175,290179730,0.0,2025-11-04T02:45:12+00:00
XLM,0.2818606501537599,325426553,-4.9,2025-11-04T02:45:12+00:00
LEO,9.519632714898476,927397,-0.7,2025-11-04T02:45:12+00:00
SUI,2.08123924627728,1453010689,-8.1,2025-11-04T02:45:12+00:00
HBAR,0.1766264696319365,400638175,-5.8,2025-11-04T02:45:12+00:00
ZEC,439.79465192795726,1153585801,10.3,2025-11-04T02:45:12+00:00
AVAX,16.831994127031834,802011075,-6.8,2025-11-04T02:45:12+00:00
LTC,89.14963970192262,1010853229,-7.8,2025-11-04T02:45:12+00:00
XMR,339.52100835640044,220603974,-0.5,2025-11-04T02:45:12+00:00
SHIB,9.265635268268127e-06,227381885,-6.3,2025-11-04T02:45:12+00:00
TON,2.007012978457325,252852814,-10.9,2025-11-04T02:45:12+00:00
CRO,0.13112775743749272,35582854,-7.8,2025-11-04T02:45:12+00:00
DAI,0.9996630936261991,150842984,-0.0,2025-11-04T02:45:12+00:00
TAO,451.5396209009295,582143878,-4.9,2025-11-04T02:45:12+00:00
DOT,2.6195753014741334,373337349,-8.7,2025-11-04T02:45:12+00:00
MNT,1.2477207647150859,210138980,-5.9,2025-11-04T02:45:12+00:00
M,2.3316142793953203,13628880,-0.2,2025-11-04T02:45:12+00:00
UNI,5.231195545486921,380271211,-7.8,2025-11-04T02:45:12+00:00
WLFI,0.11514949758096707,214252072,-12.0,2025-11-04T02:45:12+00:00
